Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01752';[];[];[];[];[];[]
'00:00.03451';[];[];[];[];[];[]
'00:00.05051';[];[];[];[];[];[]
'00:00.06752';[];[];[];[];[];[]
'00:00.08453';[];[];[];[];[];[]
'00:00.10024';[];[];[];[];[];[]
'00:00.11721';[];[];[];[];[];[]
'00:00.13417';[];[];[];[];[];[]
'00:00.15023';[];[];[];[];[];[]
'00:00.16743';[];[];[];[];[];[]
'00:00.18463';[];[];[];[];[];[]
'00:00.20032';[];[];[];[];[];[]
'00:00.21734';[];[];[];[];[];[]
'00:00.23436';[];[];[];[];[];[]
'00:00.25037';[];[];[];[];[];[]
'00:00.26737';[];[];[];[];[];[]
'00:00.28437';[];[];[];[];[];[]
'00:00.30015';[];[];[];[];[];[]
'00:00.31715';[];[];[];[];[];[]
'00:00.33415';[];[];[];[];[];[]
'00:00.35018';[];[];[];[];[];[]
'00:00.36716';[];[];[];[];[];[]
'00:00.38414';[];[];[];[];[];[]
'00:00.40017';[];[];[];[];[];[]
'00:00.41717';[];[];[];[];[];[]
'00:00.43417';[];[];[];[];[];[]
'00:00.45018';[];[];[];[];[];[]
'00:00.46718';[];[];[];[];[];[]
'00:00.48418';[];[];[];[];[];[]
'00:00.50037';[];[];[];[];[];[]
'00:00.51737';[];[];[];[];[];[]
'00:00.53437';[];[];[];[];[];[]
'00:00.55038';[];[];[];[];[];[]
'00:00.56741';[];[];[];[];[];[]
'00:00.58443';[];[];[];[];[];[]
'00:00.60021';[];[];[];[];[];[]
'00:00.61723';[];[];[];[];[];[]
'00:00.63425';[];[];[];[];[];[]
'00:00.65022';[];[];[];[];[];[]
'00:00.66722';[];[];[];[];[];[]
'00:00.68422';[];[];[];[];[];[]
'00:00.70023';[];[];[];[];[];[]
'00:00.71723';[];[];[];[];[];[]
'00:00.73423';[];[];[];[];[];[]
'00:00.75058';[];[];[];[];[];[]
'00:00.76758';[];[];[];[];[];[]
'00:00.78458';[];[];[];[];[];[]
'00:00.80023';[];[];[];[];[];[]
'00:00.81721';[];[];[];[];[];[]
'00:00.83418';[];[];[];[];[];[]
'00:00.85021';[];[];[];[];[];[]
'00:00.86722';[];[];[];[];[];[]
'00:00.88423';[];[];[];[];[];[]
'00:00.90036';[];[];[];[];[];[]
'00:00.91736';[];[];[];[];[];[]
'00:00.93436';[];[];[];[];[];[]
'00:00.95036';[];[];[];[];[];[]
'00:00.96737';[];[];[];[];[];[]
'00:00.98438';[];[];[];[];[];[]
'00:01.00087';[];[];[];[];[];[]
'00:01.01786';[];[];[];[];[];[]
'00:01.03485';[];[];[];[];[];[]
'00:01.05087';[];[];[];[];[];[]
'00:01.06788';[];[];[];[];[];[]
'00:01.08489';[];[];[];[];[];[]
'00:01.10090';[];[];[];[];[];[]
'00:01.11789';[];[];[];[];[];[]
'00:01.13425';[];[];[];[];[];[]
'00:01.15030';[];[];[];[];[];[]
'00:01.16726';[];[];[];[];[];[]
