Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01700';[];[];[];[];[];[]
'00:00.03346';[];[];[];[];[];[]
'00:00.04946';[];[];[];[];[];[]
'00:00.06698';[];[];[];[];[];[]
'00:00.08397';[];[];[];[];[];[]
'00:00.09998';[];[];[];[];[];[]
'00:00.11697';[];[];[];[];[];[]
'00:00.13396';[];[];[];[];[];[]
'00:00.15000';[];[];[];[];[];[]
'00:00.16700';[];[];[];[];[];[]
'00:00.18400';[];[];[];[];[];[]
'00:00.20001';[];[];[];[];[];[]
'00:00.21701';[];[];[];[];[];[]
'00:00.23334';[];[];[];[];[];[]
'00:00.24934';[];[];[];[];[];[]
'00:00.26635';[];[];[];[];[];[]
'00:00.28371';[];[];[];[];[];[]
'00:00.29971';[];[];[];[];[];[]
'00:00.31672';[];[];[];[];[];[]
'00:00.33373';[];[];[];[];[];[]
'00:00.34973';[];[];[];[];[];[]
'00:00.36673';[];[];[];[];[];[]
'00:00.38373';[];[];[];[];[];[]
'00:00.39973';[];[];[];[];[];[]
'00:00.41675';[];[];[];[];[];[]
'00:00.43377';[];[];[];[];[];[]
'00:00.44974';[];[];[];[];[];[]
'00:00.46675';[];[];[];[];[];[]
'00:00.48376';[];[];[];[];[];[]
'00:00.49981';[];[];[];[];[];[]
'00:00.51680';[];[];[];[];[];[]
'00:00.53378';[];[];[];[];[];[]
'00:00.54982';[];[];[];[];[];[]
'00:00.56682';[];[];[];[];[];[]
'00:00.58382';[];[];[];[];[];[]
'00:00.59982';[];[];[];[];[];[]
'00:00.61698';[];[];[];[];[];[]
'00:00.63398';[];[];[];[];[];[]
'00:00.65000';[];[];[];[];[];[]
'00:00.66700';[];[];[];[];[];[]
'00:00.68400';[];[];[];[];[];[]
'00:00.70000';[];[];[];[];[];[]
'00:00.71701';[];[];[];[];[];[]
'00:00.73402';[];[];[];[];[];[]
'00:00.75001';[];[];[];[];[];[]
'00:00.76702';[];[];[];[];[];[]
'00:00.78403';[];[];[];[];[];[]
'00:00.80003';[];[];[];[];[];[]
'00:00.81703';[];[];[];[];[];[]
'00:00.83403';[];[];[];[];[];[]
'00:00.85003';[];[];[];[];[];[]
'00:00.86704';[];[];[];[];[];[]
'00:00.88405';[];[];[];[];[];[]
'00:00.90004';[];[];[];[];[];[]
'00:00.91705';[];[];[];[];[];[]
'00:00.93406';[];[];[];[];[];[]
'00:00.95005';[];[];[];[];[];[]
'00:00.96707';[];[];[];[];[];[]
'00:00.98410';[];[];[];[];[];[]
'00:01.00007';[];[];[];[];[];[]
'00:01.01708';[];[];[];[];[];[]
'00:01.03409';[];[];[];[];[];[]
'00:01.05010';[];[];[];[];[];[]
'00:01.06712';[];[];[];[];[];[]
'00:01.08414';[];[];[];[];[];[]
'00:01.10010';[];[];[];[];[];[]
'00:01.11709';[];[];[];[];[];[]
'00:01.13410';[];[];[];[];[];[]
'00:01.15011';[];[];[];[];[];[]
'00:01.16711';[];[];[];[];[];[]
'00:01.18411';[];[];[];[];[];[]
'00:01.20011';[];[];[];[];[];[]
'00:01.21713';[];[];[];[];[];[]
'00:01.23415';[];[];[];[];[];[]
'00:01.25012';[];[];[];[];[];[]
'00:01.26713';[];[];[];[];[];[]
'00:01.28414';[];[];[];[];[];[]
'00:01.30013';[];[];[];[];[];[]
'00:01.31715';[];[];[];[];[];[]
'00:01.33417';[];[];[];[];[];[]
'00:01.35014';[];[];[];[];[];[]
'00:01.36718';[];[];[];[];[];[]
'00:01.38343';[];[];[];[];[];[]
'00:01.39945';[];[];[];[];[];[]
'00:01.41647';[];[];[];[];[];[]
'00:01.43350';[];[];[];[];[];[]
'00:01.44945';[];[];[];[];[];[]
