Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01597';[];[];[];[];[];[]
'00:00.03273';[];[];[];[];[];[]
'00:00.04987';[];[];[];[];[];[]
'00:00.06573';[];[];[];[];[];[]
'00:00.08305';[];[];[];[];[];[]
'00:00.09983';[];[];[];[];[];[]
'00:00.11567';[];[];[];[];[];[]
'00:00.13307';[];[];[];[];[];[]
'00:00.14992';[];[];[];[];[];[]
'00:00.16580';[];[];[];[];[];[]
'00:00.18272';[];[];[];[];[];[]
'00:00.19990';[];[];[];[];[];[]
'00:00.21572';[];[];[];[];[];[]
'00:00.23311';[];[];[];[];[];[]
'00:00.24994';[];[];[];[];[];[]
'00:00.26583';[];[];[];[];[];[]
'00:00.28272';[];[];[];[];[];[]
'00:00.30008';[];[];[];[];[];[]
'00:00.31596';[];[];[];[];[];[]
'00:00.33285';[];[];[];[];[];[]
'00:00.34974';[];[];[];[];[];[]
'00:00.36606';[];[];[];[];[];[]
'00:00.38294';[];[];[];[];[];[]
'00:00.39982';[];[];[];[];[];[]
'00:00.41574';[];[];[];[];[];[]
'00:00.43304';[];[];[];[];[];[]
'00:00.45004';[];[];[];[];[];[]
'00:00.46586';[];[];[];[];[];[]
'00:00.48270';[];[];[];[];[];[]
'00:00.50007';[];[];[];[];[];[]
'00:00.51596';[];[];[];[];[];[]
'00:00.53280';[];[];[];[];[];[]
'00:00.55018';[];[];[];[];[];[]
'00:00.56603';[];[];[];[];[];[]
'00:00.58284';[];[];[];[];[];[]
'00:00.59965';[];[];[];[];[];[]
'00:00.61618';[];[];[];[];[];[]
'00:00.63302';[];[];[];[];[];[]
'00:00.64985';[];[];[];[];[];[]
'00:00.66577';[];[];[];[];[];[]
'00:00.68268';[];[];[];[];[];[]
'00:00.70004';[];[];[];[];[];[]
'00:00.71568';[];[];[];[];[];[]
'00:00.73305';[];[];[];[];[];[]
'00:00.74987';[];[];[];[];[];[]
'00:00.76578';[];[];[];[];[];[]
'00:00.78314';[];[];[];[];[];[]
'00:00.79996';[];[];[];[];[];[]
'00:00.81615';[];[];[];[];[];[]
'00:00.83274';[];[];[];[];[];[]
'00:00.85015';[];[];[];[];[];[]
'00:00.86603';[];[];[];[];[];[]
'00:00.88286';[];[];[];[];[];[]
'00:00.89970';[];[];[];[];[];[]
'00:00.91590';[];[];[];[];[];[]
'00:00.93284';[];[];[];[];[];[]
'00:00.94978';[];[];[];[];[];[]
'00:00.96611';[];[];[];[];[];[]
'00:00.98284';[];[];[];[];[];[]
'00:00.99957';[];[];[];[];[];[]
