Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01664';[];[];[];[];[];[]
'00:00.03328';[];[];[];[];[];[]
'00:00.04993';[];[];[];[];[];[]
'00:00.06668';[];[];[];[];[];[]
'00:00.08334';[];[];[];[];[];[]
'00:00.10000';[];[];[];[];[];[]
'00:00.11665';[];[];[];[];[];[]
'00:00.13331';[];[];[];[];[];[]
'00:00.14996';[];[];[];[];[];[]
'00:00.16662';[];[];[];[];[];[]
'00:00.18327';[];[];[];[];[];[]
'00:00.19993';[];[];[];[];[];[]
'00:00.21671';[];[];[];[];[];[]
'00:00.23333';[];[];[];[];[];[]
'00:00.24995';[];[];[];[];[];[]
'00:00.26657';[];[];[];[];[];[]
'00:00.28335';[];[];[];[];[];[]
'00:00.29998';[];[];[];[];[];[]
'00:00.31662';[];[];[];[];[];[]
'00:00.33336';[];[];[];[];[];[]
'00:00.35001';[];[];[];[];[];[]
'00:00.36665';[];[];[];[];[];[]
'00:00.38330';[];[];[];[];[];[]
'00:00.39994';[];[];[];[];[];[]
'00:00.41658';[];[];[];[];[];[]
'00:00.43336';[];[];[];[];[];[]
'00:00.45000';[];[];[];[];[];[]
'00:00.46663';[];[];[];[];[];[]
'00:00.48326';[];[];[];[];[];[]
'00:00.50001';[];[];[];[];[];[]
'00:00.51665';[];[];[];[];[];[]
'00:00.53330';[];[];[];[];[];[]
'00:00.54994';[];[];[];[];[];[]
'00:00.56658';[];[];[];[];[];[]
'00:00.58337';[];[];[];[];[];[]
'00:00.60002';[];[];[];[];[];[]
'00:00.61666';[];[];[];[];[];[]
'00:00.63331';[];[];[];[];[];[]
'00:00.64995';[];[];[];[];[];[]
'00:00.66660';[];[];[];[];[];[]
'00:00.68416';[];[];[];[];[];[]
'00:00.70000';[];[];[];[];[];[]
'00:00.71668';[];[];[];[];[];[]
'00:00.73337';[];[];[];[];[];[]
'00:00.75006';[];[];[];[];[];[]
'00:00.76675';[];[];[];[];[];[]
'00:00.78344';[];[];[];[];[];[]
'00:00.80001';[];[];[];[];[];[]
'00:00.81668';[];[];[];[];[];[]
'00:00.83336';[];[];[];[];[];[]
'00:00.85004';[];[];[];[];[];[]
'00:00.86672';[];[];[];[];[];[]
'00:00.88340';[];[];[];[];[];[]
'00:00.90007';[];[];[];[];[];[]
'00:00.91675';[];[];[];[];[];[]
'00:00.93343';[];[];[];[];[];[]
'00:00.95001';[];[];[];[];[];[]
'00:00.96658';[];[];[];[];[];[]
'00:00.98338';[];[];[];[];[];[]
'00:01.00002';[];[];[];[];[];[]
'00:01.01665';[];[];[];[];[];[]
'00:01.03328';[];[];[];[];[];[]
'00:01.04992';[];[];[];[];[];[]
'00:01.06671';[];[];[];[];[];[]
'00:01.08334';[];[];[];[];[];[]
'00:01.09997';[];[];[];[];[];[]
'00:01.11661';[];[];[];[];[];[]
'00:01.13335';[];[];[];[];[];[]
'00:01.15009';[];[];[];[];[];[]
'00:01.16668';[];[];[];[];[];[]
'00:01.18327';[];[];[];[];[];[]
'00:01.20003';[];[];[];[];[];[]
'00:01.21667';[];[];[];[];[];[]
'00:01.23332';[];[];[];[];[];[]
'00:01.24996';[];[];[];[];[];[]
'00:01.26661';[];[];[];[];[];[]
'00:01.28336';[];[];[];[];[];[]
'00:01.30012';[];[];[];[];[];[]
'00:01.31667';[];[];[];[];[];[]
'00:01.33335';[];[];[];[];[];[]
'00:01.35003';[];[];[];[];[];[]
'00:01.36671';[];[];[];[];[];[]
'00:01.38338';[];[];[];[];[];[]
'00:01.40006';[];[];[];[];[];[]
'00:01.41674';[];[];[];[];[];[]
'00:01.43332';[];[];[];[];[];[]
'00:01.45001';[];[];[];[];[];[]
'00:01.46669';[];[];[];[];[];[]
'00:01.48338';[];[];[];[];[];[]
'00:01.50007';[];[];[];[];[];[]
'00:01.51676';[];[];[];[];[];[]
'00:01.53335';[];[];[];[];[];[]
'00:01.55006';[];[];[];[];[];[]
'00:01.56677';[];[];[];[];[];[]
'00:01.58332';[];[];[];[];[];[]
'00:01.60000';[];[];[];[];[];[]
'00:01.61667';[];[];[];[];[];[]
