Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01595';[];[];[];[];[];[]
'00:00.03290';[];[];[];[];[];[]
'00:00.04997';[];[];[];[];[];[]
'00:00.06594';[];[];[];[];[];[]
'00:00.08635';[];[];[];[];[];[]
'00:00.09988';[];[];[];[];[];[]
'00:00.11620';[];[];[];[];[];[]
'00:00.13264';[];[];[];[];[];[]
'00:00.14995';[];[];[];[];[];[]
'00:00.16680';[];[];[];[];[];[]
'00:00.18288';[];[];[];[];[];[]
'00:00.19985';[];[];[];[];[];[]
'00:00.21592';[];[];[];[];[];[]
'00:00.23282';[];[];[];[];[];[]
'00:00.24972';[];[];[];[];[];[]
'00:00.26662';[];[];[];[];[];[]
'00:00.28370';[];[];[];[];[];[]
'00:00.30077';[];[];[];[];[];[]
'00:00.31660';[];[];[];[];[];[]
'00:00.33357';[];[];[];[];[];[]
'00:00.35055';[];[];[];[];[];[]
'00:00.36646';[];[];[];[];[];[]
'00:00.38333';[];[];[];[];[];[]
'00:00.40020';[];[];[];[];[];[]
'00:00.41635';[];[];[];[];[];[]
'00:00.43316';[];[];[];[];[];[]
'00:00.45012';[];[];[];[];[];[]
'00:00.46610';[];[];[];[];[];[]
'00:00.48304';[];[];[];[];[];[]
'00:00.49998';[];[];[];[];[];[]
'00:00.51607';[];[];[];[];[];[]
'00:00.53292';[];[];[];[];[];[]
'00:00.55042';[];[];[];[];[];[]
'00:00.56633';[];[];[];[];[];[]
'00:00.58331';[];[];[];[];[];[]
'00:00.60028';[];[];[];[];[];[]
'00:00.61623';[];[];[];[];[];[]
'00:00.63314';[];[];[];[];[];[]
'00:00.65005';[];[];[];[];[];[]
'00:00.66605';[];[];[];[];[];[]
'00:00.68302';[];[];[];[];[];[]
'00:00.69998';[];[];[];[];[];[]
'00:00.71604';[];[];[];[];[];[]
'00:00.73293';[];[];[];[];[];[]
'00:00.74982';[];[];[];[];[];[]
'00:00.76581';[];[];[];[];[];[]
'00:00.78288';[];[];[];[];[];[]
'00:00.79981';[];[];[];[];[];[]
'00:00.81673';[];[];[];[];[];[]
'00:00.83365';[];[];[];[];[];[]
'00:00.85074';[];[];[];[];[];[]
'00:00.86653';[];[];[];[];[];[]
'00:00.88347';[];[];[];[];[];[]
'00:00.90042';[];[];[];[];[];[]
'00:00.91638';[];[];[];[];[];[]
'00:00.93336';[];[];[];[];[];[]
'00:00.95034';[];[];[];[];[];[]
'00:00.96628';[];[];[];[];[];[]
'00:00.98340';[];[];[];[];[];[]
'00:01.00021';[];[];[];[];[];[]
'00:01.01614';[];[];[];[];[];[]
'00:01.03307';[];[];[];[];[];[]
'00:01.05001';[];[];[];[];[];[]
'00:01.06604';[];[];[];[];[];[]
'00:01.08297';[];[];[];[];[];[]
'00:01.10006';[];[];[];[];[];[]
'00:01.11591';[];[];[];[];[];[]
'00:01.13296';[];[];[];[];[];[]
'00:01.14977';[];[];[];[];[];[]
'00:01.16573';[];[];[];[];[];[]
'00:01.18368';[];[];[];[];[];[]
'00:01.20064';[];[];[];[];[];[]
'00:01.21674';[];[];[];[];[];[]
'00:01.23356';[];[];[];[];[];[]
'00:01.25052';[];[];[];[];[];[]
'00:01.26646';[];[];[];[];[];[]
'00:01.28341';[];[];[];[];[];[]
'00:01.30035';[];[];[];[];[];[]
'00:01.31651';[];[];[];[];[];[]
'00:01.33329';[];[];[];[];[];[]
'00:01.35025';[];[];[];[];[];[]
'00:01.36622';[];[];[];[];[];[]
'00:01.38322';[];[];[];[];[];[]
'00:01.40012';[];[];[];[];[];[]
'00:01.41606';[];[];[];[];[];[]
'00:01.43301';[];[];[];[];[];[]
'00:01.44995';[];[];[];[];[];[]
'00:01.46594';[];[];[];[];[];[]
'00:01.48293';[];[];[];[];[];[]
'00:01.49992';[];[];[];[];[];[]
'00:01.51581';[];[];[];[];[];[]
'00:01.53281';[];[];[];[];[];[]
'00:01.55070';[];[];[];[];[];[]
'00:01.56668';[];[];[];[];[];[]
'00:01.58359';[];[];[];[];[];[]
'00:01.60051';[];[];[];[];[];[]
'00:01.61654';[];[];[];[];[];[]
'00:01.63345';[];[];[];[];[];[]
'00:01.65036';[];[];[];[];[];[]
'00:01.66640';[];[];[];[];[];[]
'00:01.68346';[];[];[];[];[];[]
'00:01.70029';[];[];[];[];[];[]
'00:01.71626';[];[];[];[];[];[]
'00:01.73323';[];[];[];[];[];[]
'00:01.75020';[];[];[];[];[];[]
'00:01.76609';[];[];[];[];[];[]
'00:01.78309';[];[];[];[];[];[]
'00:01.80010';[];[];[];[];[];[]
'00:01.81598';[];[];[];[];[];[]
'00:01.83295';[];[];[];[];[];[]
'00:01.84992';[];[];[];[];[];[]
'00:01.86585';[];[];[];[];[];[]
'00:01.88278';[];[];[];[];[];[]
'00:01.89972';[];[];[];[];[];[]
'00:01.91587';[];[];[];[];[];[]
'00:01.93267';[];[];[];[];[];[]
'00:01.95014';[];[];[];[];[];[]
'00:01.96607';[];[];[];[];[];[]
'00:01.98304';[];[];[];[];[];[]
'00:02.00001';[];[];[];[];[];[]
'00:02.01596';[];[];[];[];[];[]
'00:02.03288';[];[];[];[];[];[]
'00:02.05039';[];[];[];[];[];[]
'00:02.06637';[];[];[];[];[];[]
'00:02.08332';[];[];[];[];[];[]
'00:02.10043';[];[];[];[];[];[]
'00:02.11637';[];[];[];[];[];[]
'00:02.13317';[];[];[];[];[];[]
'00:02.15066';[];[];[];[];[];[]
'00:02.16668';[];[];[];[];[];[]
'00:02.18375';[];[];[];[];[];[]
'00:02.20050';[];[];[];[];[];[]
'00:02.21647';[];[];[];[];[];[]
'00:02.23342';[];[];[];[];[];[]
'00:02.25036';[];[];[];[];[];[]
'00:02.26633';[];[];[];[];[];[]
'00:02.28331';[];[];[];[];[];[]
'00:02.30028';[];[];[];[];[];[]
'00:02.31624';[];[];[];[];[];[]
'00:02.33316';[];[];[];[];[];[]
'00:02.35008';[];[];[];[];[];[]
'00:02.36607';[];[];[];[];[];[]
'00:02.38304';[];[];[];[];[];[]
'00:02.40001';[];[];[];[];[];[]
'00:02.41598';[];[];[];[];[];[]
'00:02.43292';[];[];[];[];[];[]
'00:02.44985';[];[];[];[];[];[]
'00:02.46583';[];[];[];[];[];[]
'00:02.48276';[];[];[];[];[];[]
'00:02.50072';[];[];[];[];[];[]
'00:02.51666';[];[];[];[];[];[]
'00:02.53366';[];[];[];[];[];[]
'00:02.55066';[];[];[];[];[];[]
'00:02.56654';[];[];[];[];[];[]
'00:02.58350';[];[];[];[];[];[]
'00:02.60045';[];[];[];[];[];[]
'00:02.61640';[];[];[];[];[];[]
'00:02.63334';[];[];[];[];[];[]
'00:02.65028';[];[];[];[];[];[]
'00:02.66626';[];[];[];[];[];[]
'00:02.68325';[];[];[];[];[];[]
'00:02.70024';[];[];[];[];[];[]
'00:02.71616';[];[];[];[];[];[]
'00:02.73309';[];[];[];[];[];[]
'00:02.75003';[];[];[];[];[];[]
'00:02.76604';[];[];[];[];[];[]
'00:02.78295';[];[];[];[];[];[]
'00:02.79986';[];[];[];[];[];[]
'00:02.81586';[];[];[];[];[];[]
'00:02.83285';[];[];[];[];[];[]
'00:02.84984';[];[];[];[];[];[]
'00:02.86577';[];[];[];[];[];[]
'00:02.88371';[];[];[];[];[];[]
'00:02.90064';[];[];[];[];[];[]
'00:02.91661';[];[];[];[];[];[]
'00:02.93356';[];[];[];[];[];[]
'00:02.95052';[];[];[];[];[];[]
'00:02.96658';[];[];[];[];[];[]
'00:02.98346';[];[];[];[];[];[]
'00:03.00034';[];[];[];[];[];[]
'00:03.01633';[];[];[];[];[];[]
'00:03.03328';[];[];[];[];[];[]
'00:03.05024';[];[];[];[];[];[]
'00:03.06624';[];[];[];[];[];[]
'00:03.08318';[];[];[];[];[];[]
'00:03.10013';[];[];[];[];[];[]
'00:03.11605';[];[];[];[];[];[]
'00:03.13303';[];[];[];[];[];[]
'00:03.15001';[];[];[];[];[];[]
'00:03.16672';[];[];[];[];[];[]
'00:03.18365';[];[];[];[];[];[]
'00:03.20058';[];[];[];[];[];[]
'00:03.21657';[];[];[];[];[];[]
'00:03.23354';[];[];[];[];[];[]
