Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01572';[];[];[];[];[];[]
'00:00.03306';[];[];[];[];[];[]
'00:00.04973';[];[];[];[];[];[]
'00:00.06630';[];[];[];[];[];[]
'00:00.08368';[];[];[];[];[];[]
'00:00.10056';[];[];[];[];[];[]
'00:00.11660';[];[];[];[];[];[]
'00:00.13311';[];[];[];[];[];[]
'00:00.15008';[];[];[];[];[];[]
'00:00.16606';[];[];[];[];[];[]
'00:00.18306';[];[];[];[];[];[]
'00:00.20006';[];[];[];[];[];[]
'00:00.21604';[];[];[];[];[];[]
'00:00.23303';[];[];[];[];[];[]
'00:00.25002';[];[];[];[];[];[]
'00:00.26601';[];[];[];[];[];[]
'00:00.28299';[];[];[];[];[];[]
'00:00.29998';[];[];[];[];[];[]
'00:00.31598';[];[];[];[];[];[]
'00:00.33296';[];[];[];[];[];[]
'00:00.34994';[];[];[];[];[];[]
'00:00.36594';[];[];[];[];[];[]
'00:00.38294';[];[];[];[];[];[]
'00:00.39994';[];[];[];[];[];[]
'00:00.41592';[];[];[];[];[];[]
'00:00.43291';[];[];[];[];[];[]
'00:00.44990';[];[];[];[];[];[]
'00:00.46590';[];[];[];[];[];[]
'00:00.48291';[];[];[];[];[];[]
'00:00.49992';[];[];[];[];[];[]
'00:00.51585';[];[];[];[];[];[]
'00:00.53288';[];[];[];[];[];[]
'00:00.54992';[];[];[];[];[];[]
'00:00.56583';[];[];[];[];[];[]
'00:00.58282';[];[];[];[];[];[]
'00:00.59981';[];[];[];[];[];[]
'00:00.61580';[];[];[];[];[];[]
'00:00.63277';[];[];[];[];[];[]
'00:00.64975';[];[];[];[];[];[]
'00:00.66577';[];[];[];[];[];[]
'00:00.68341';[];[];[];[];[];[]
'00:00.70043';[];[];[];[];[];[]
'00:00.71637';[];[];[];[];[];[]
'00:00.73336';[];[];[];[];[];[]
'00:00.75035';[];[];[];[];[];[]
'00:00.76634';[];[];[];[];[];[]
'00:00.78332';[];[];[];[];[];[]
'00:00.80029';[];[];[];[];[];[]
'00:00.81631';[];[];[];[];[];[]
'00:00.83331';[];[];[];[];[];[]
'00:00.85031';[];[];[];[];[];[]
'00:00.86630';[];[];[];[];[];[]
'00:00.88366';[];[];[];[];[];[]
'00:00.90064';[];[];[];[];[];[]
'00:00.91664';[];[];[];[];[];[]
'00:00.93364';[];[];[];[];[];[]
'00:00.95064';[];[];[];[];[];[]
'00:00.96666';[];[];[];[];[];[]
'00:00.98363';[];[];[];[];[];[]
'00:01.00059';[];[];[];[];[];[]
'00:01.01659';[];[];[];[];[];[]
'00:01.03358';[];[];[];[];[];[]
'00:01.05057';[];[];[];[];[];[]
'00:01.06656';[];[];[];[];[];[]
'00:01.08353';[];[];[];[];[];[]
'00:01.10050';[];[];[];[];[];[]
'00:01.11653';[];[];[];[];[];[]
'00:01.13353';[];[];[];[];[];[]
'00:01.15053';[];[];[];[];[];[]
'00:01.16651';[];[];[];[];[];[]
'00:01.18347';[];[];[];[];[];[]
'00:01.20044';[];[];[];[];[];[]
'00:01.21647';[];[];[];[];[];[]
'00:01.23346';[];[];[];[];[];[]
'00:01.24974';[];[];[];[];[];[]
'00:01.26577';[];[];[];[];[];[]
'00:01.28272';[];[];[];[];[];[]
'00:01.29966';[];[];[];[];[];[]
'00:01.31571';[];[];[];[];[];[]
'00:01.33271';[];[];[];[];[];[]
'00:01.34971';[];[];[];[];[];[]
'00:01.36574';[];[];[];[];[];[]
'00:01.38267';[];[];[];[];[];[]
'00:01.40068';[];[];[];[];[];[]
'00:01.41666';[];[];[];[];[];[]
'00:01.43364';[];[];[];[];[];[]
'00:01.45062';[];[];[];[];[];[]
'00:01.46662';[];[];[];[];[];[]
'00:01.48361';[];[];[];[];[];[]
'00:01.50059';[];[];[];[];[];[]
'00:01.51659';[];[];[];[];[];[]
'00:01.53358';[];[];[];[];[];[]
'00:01.55057';[];[];[];[];[];[]
'00:01.56656';[];[];[];[];[];[]
'00:01.58357';[];[];[];[];[];[]
'00:01.60058';[];[];[];[];[];[]
'00:01.61653';[];[];[];[];[];[]
'00:01.63353';[];[];[];[];[];[]
'00:01.65053';[];[];[];[];[];[]
'00:01.66651';[];[];[];[];[];[]
'00:01.68350';[];[];[];[];[];[]
'00:01.70048';[];[];[];[];[];[]
'00:01.71645';[];[];[];[];[];[]
'00:01.73345';[];[];[];[];[];[]
'00:01.75045';[];[];[];[];[];[]
'00:01.76646';[];[];[];[];[];[]
'00:01.78344';[];[];[];[];[];[]
'00:01.80042';[];[];[];[];[];[]
'00:01.81640';[];[];[];[];[];[]
'00:01.83339';[];[];[];[];[];[]
'00:01.85040';[];[];[];[];[];[]
'00:01.86637';[];[];[];[];[];[]
'00:01.88335';[];[];[];[];[];[]
'00:01.90033';[];[];[];[];[];[]
'00:01.91589';[];[];[];[];[];[]
'00:01.93287';[];[];[];[];[];[]
