Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01587';[];[];[];[];[];[]
'00:00.03273';[];[];[];[];[];[]
'00:00.05008';[];[];[];[];[];[]
'00:00.06596';[];[];[];[];[];[]
'00:00.08283';[];[];[];[];[];[]
'00:00.09970';[];[];[];[];[];[]
'00:00.11605';[];[];[];[];[];[]
'00:00.13293';[];[];[];[];[];[]
'00:00.14981';[];[];[];[];[];[]
'00:00.16615';[];[];[];[];[];[]
'00:00.18302';[];[];[];[];[];[]
'00:00.19988';[];[];[];[];[];[]
'00:00.21575';[];[];[];[];[];[]
'00:00.23312';[];[];[];[];[];[]
'00:00.24998';[];[];[];[];[];[]
'00:00.26573';[];[];[];[];[];[]
'00:00.28272';[];[];[];[];[];[]
'00:00.30009';[];[];[];[];[];[]
'00:00.31594';[];[];[];[];[];[]
'00:00.33286';[];[];[];[];[];[]
'00:00.34978';[];[];[];[];[];[]
'00:00.36604';[];[];[];[];[];[]
'00:00.38293';[];[];[];[];[];[]
'00:00.39982';[];[];[];[];[];[]
'00:00.41618';[];[];[];[];[];[]
'00:00.43305';[];[];[];[];[];[]
'00:00.44992';[];[];[];[];[];[]
'00:00.46574';[];[];[];[];[];[]
'00:00.48315';[];[];[];[];[];[]
'00:00.50002';[];[];[];[];[];[]
'00:00.51587';[];[];[];[];[];[]
'00:00.53273';[];[];[];[];[];[]
'00:00.55013';[];[];[];[];[];[]
'00:00.56602';[];[];[];[];[];[]
'00:00.58282';[];[];[];[];[];[]
'00:00.60015';[];[];[];[];[];[]
'00:00.61602';[];[];[];[];[];[]
'00:00.63293';[];[];[];[];[];[]
'00:00.64984';[];[];[];[];[];[]
'00:00.66613';[];[];[];[];[];[]
'00:00.68316';[];[];[];[];[];[]
'00:00.70000';[];[];[];[];[];[]
'00:00.71613';[];[];[];[];[];[]
'00:00.73296';[];[];[];[];[];[]
'00:00.74980';[];[];[];[];[];[]
'00:00.76567';[];[];[];[];[];[]
'00:00.78305';[];[];[];[];[];[]
'00:00.80002';[];[];[];[];[];[]
'00:00.81577';[];[];[];[];[];[]
'00:00.83315';[];[];[];[];[];[]
'00:00.85003';[];[];[];[];[];[]
'00:00.86587';[];[];[];[];[];[]
'00:00.88273';[];[];[];[];[];[]
'00:00.90010';[];[];[];[];[];[]
'00:00.91593';[];[];[];[];[];[]
'00:00.93303';[];[];[];[];[];[]
'00:00.95000';[];[];[];[];[];[]
'00:00.96585';[];[];[];[];[];[]
'00:00.98275';[];[];[];[];[];[]
'00:01.00011';[];[];[];[];[];[]
'00:01.01595';[];[];[];[];[];[]
'00:01.03284';[];[];[];[];[];[]
'00:01.05007';[];[];[];[];[];[]
'00:01.06593';[];[];[];[];[];[]
'00:01.08277';[];[];[];[];[];[]
