Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01530';[];[];[];[];[];[]
'00:00.03201';[];[];[];[];[];[]
'00:00.04920';[];[];[];[];[];[]
'00:00.06612';[];[];[];[];[];[]
'00:00.08166';[];[];[];[];[];[]
'00:00.09968';[];[];[];[];[];[]
'00:00.11561';[];[];[];[];[];[]
'00:00.13256';[];[];[];[];[];[]
'00:00.14952';[];[];[];[];[];[]
'00:00.16547';[];[];[];[];[];[]
'00:00.18244';[];[];[];[];[];[]
'00:00.19941';[];[];[];[];[];[]
'00:00.21532';[];[];[];[];[];[]
'00:00.23226';[];[];[];[];[];[]
'00:00.24921';[];[];[];[];[];[]
'00:00.26475';[];[];[];[];[];[]
'00:00.28285';[];[];[];[];[];[]
'00:00.29987';[];[];[];[];[];[]
'00:00.31567';[];[];[];[];[];[]
'00:00.33270';[];[];[];[];[];[]
'00:00.34972';[];[];[];[];[];[]
'00:00.36551';[];[];[];[];[];[]
'00:00.38290';[];[];[];[];[];[]
'00:00.39868';[];[];[];[];[];[]
'00:00.41514';[];[];[];[];[];[]
'00:00.43195';[];[];[];[];[];[]
'00:00.44892';[];[];[];[];[];[]
'00:00.46495';[];[];[];[];[];[]
'00:00.48184';[];[];[];[];[];[]
'00:00.49873';[];[];[];[];[];[]
'00:00.51586';[];[];[];[];[];[]
'00:00.53195';[];[];[];[];[];[]
'00:00.54897';[];[];[];[];[];[]
'00:00.56498';[];[];[];[];[];[]
'00:00.58185';[];[];[];[];[];[]
'00:00.59872';[];[];[];[];[];[]
'00:00.61584';[];[];[];[];[];[]
'00:00.63168';[];[];[];[];[];[]
'00:00.64878';[];[];[];[];[];[]
'00:00.66577';[];[];[];[];[];[]
'00:00.68212';[];[];[];[];[];[]
'00:00.69918';[];[];[];[];[];[]
'00:00.71505';[];[];[];[];[];[]
'00:00.73201';[];[];[];[];[];[]
'00:00.74882';[];[];[];[];[];[]
'00:00.76595';[];[];[];[];[];[]
'00:00.78188';[];[];[];[];[];[]
'00:00.79994';[];[];[];[];[];[]
'00:00.81467';[];[];[];[];[];[]
'00:00.83200';[];[];[];[];[];[]
'00:00.84896';[];[];[];[];[];[]
'00:00.86491';[];[];[];[];[];[]
'00:00.88190';[];[];[];[];[];[]
'00:00.89940';[];[];[];[];[];[]
'00:00.91523';[];[];[];[];[];[]
'00:00.93200';[];[];[];[];[];[]
'00:00.94903';[];[];[];[];[];[]
'00:00.96494';[];[];[];[];[];[]
'00:00.98175';[];[];[];[];[];[]
'00:00.99986';[];[];[];[];[];[]
'00:01.01475';[];[];[];[];[];[]
'00:01.03204';[];[];[];[];[];[]
'00:01.04900';[];[];[];[];[];[]
'00:01.06489';[];[];[];[];[];[]
'00:01.08263';[];[];[];[];[];[]
'00:01.09908';[];[];[];[];[];[]
'00:01.11486';[];[];[];[];[];[]
'00:01.13242';[];[];[];[];[];[]
'00:01.14943';[];[];[];[];[];[]
'00:01.16494';[];[];[];[];[];[]
'00:01.18193';[];[];[];[];[];[]
'00:01.19946';[];[];[];[];[];[]
'00:01.21486';[];[];[];[];[];[]
'00:01.23229';[];[];[];[];[];[]
'00:01.24938';[];[];[];[];[];[]
'00:01.26526';[];[];[];[];[];[]
'00:01.28213';[];[];[];[];[];[]
'00:01.29900';[];[];[];[];[];[]
'00:01.31523';[];[];[];[];[];[]
'00:01.33201';[];[];[];[];[];[]
'00:01.34897';[];[];[];[];[];[]
'00:01.36497';[];[];[];[];[];[]
'00:01.38201';[];[];[];[];[];[]
'00:01.39883';[];[];[];[];[];[]
'00:01.41477';[];[];[];[];[];[]
'00:01.43276';[];[];[];[];[];[]
'00:01.44992';[];[];[];[];[];[]
'00:01.46463';[];[];[];[];[];[]
'00:01.48257';[];[];[];[];[];[]
'00:01.49954';[];[];[];[];[];[]
'00:01.51552';[];[];[];[];[];[]
'00:01.53245';[];[];[];[];[];[]
'00:01.54938';[];[];[];[];[];[]
'00:01.56541';[];[];[];[];[];[]
'00:01.58234';[];[];[];[];[];[]
'00:01.59927';[];[];[];[];[];[]
'00:01.61523';[];[];[];[];[];[]
'00:01.63227';[];[];[];[];[];[]
'00:01.64932';[];[];[];[];[];[]
'00:01.66508';[];[];[];[];[];[]
'00:01.68225';[];[];[];[];[];[]
'00:01.69901';[];[];[];[];[];[]
'00:01.71496';[];[];[];[];[];[]
'00:01.73191';[];[];[];[];[];[]
'00:01.74885';[];[];[];[];[];[]
'00:01.76482';[];[];[];[];[];[]
'00:01.78182';[];[];[];[];[];[]
'00:01.79882';[];[];[];[];[];[]
'00:01.81582';[];[];[];[];[];[]
'00:01.83282';[];[];[];[];[];[]
'00:01.84982';[];[];[];[];[];[]
'00:01.86555';[];[];[];[];[];[]
'00:01.88248';[];[];[];[];[];[]
'00:01.89942';[];[];[];[];[];[]
'00:01.91542';[];[];[];[];[];[]
'00:01.93236';[];[];[];[];[];[]
'00:01.94931';[];[];[];[];[];[]
'00:01.96526';[];[];[];[];[];[]
'00:01.98224';[];[];[];[];[];[]
'00:01.99922';[];[];[];[];[];[]
'00:02.01529';[];[];[];[];[];[]
'00:02.03182';[];[];[];[];[];[]
'00:02.04971';[];[];[];[];[];[]
'00:02.06556';[];[];[];[];[];[]
'00:02.08251';[];[];[];[];[];[]
'00:02.09967';[];[];[];[];[];[]
'00:02.11544';[];[];[];[];[];[]
'00:02.13191';[];[];[];[];[];[]
'00:02.14887';[];[];[];[];[];[]
'00:02.16484';[];[];[];[];[];[]
'00:02.18176';[];[];[];[];[];[]
'00:02.19976';[];[];[];[];[];[]
'00:02.21580';[];[];[];[];[];[]
'00:02.23217';[];[];[];[];[];[]
'00:02.24916';[];[];[];[];[];[]
'00:02.26511';[];[];[];[];[];[]
'00:02.28208';[];[];[];[];[];[]
'00:02.29906';[];[];[];[];[];[]
