Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01545';[];[];[];[];[];[]
'00:00.03259';[];[];[];[];[];[]
'00:00.04964';[];[];[];[];[];[]
'00:00.06540';[];[];[];[];[];[]
'00:00.08241';[];[];[];[];[];[]
'00:00.09970';[];[];[];[];[];[]
'00:00.11523';[];[];[];[];[];[]
'00:00.13287';[];[];[];[];[];[]
'00:00.14987';[];[];[];[];[];[]
'00:00.16588';[];[];[];[];[];[]
'00:00.18220';[];[];[];[];[];[]
'00:00.19917';[];[];[];[];[];[]
'00:00.21586';[];[];[];[];[];[]
'00:00.23284';[];[];[];[];[];[]
'00:00.25000';[];[];[];[];[];[]
'00:00.26543';[];[];[];[];[];[]
'00:00.28270';[];[];[];[];[];[]
'00:00.29996';[];[];[];[];[];[]
'00:00.31598';[];[];[];[];[];[]
'00:00.33297';[];[];[];[];[];[]
'00:00.34996';[];[];[];[];[];[]
'00:00.36594';[];[];[];[];[];[]
'00:00.38295';[];[];[];[];[];[]
'00:00.39996';[];[];[];[];[];[]
'00:00.41592';[];[];[];[];[];[]
'00:00.43295';[];[];[];[];[];[]
'00:00.44998';[];[];[];[];[];[]
'00:00.46597';[];[];[];[];[];[]
'00:00.48296';[];[];[];[];[];[]
'00:00.49995';[];[];[];[];[];[]
'00:00.51598';[];[];[];[];[];[]
'00:00.53298';[];[];[];[];[];[]
'00:00.54998';[];[];[];[];[];[]
'00:00.56604';[];[];[];[];[];[]
'00:00.58302';[];[];[];[];[];[]
'00:00.60000';[];[];[];[];[];[]
'00:00.61585';[];[];[];[];[];[]
'00:00.63292';[];[];[];[];[];[]
'00:00.64998';[];[];[];[];[];[]
'00:00.66601';[];[];[];[];[];[]
'00:00.68298';[];[];[];[];[];[]
'00:00.69996';[];[];[];[];[];[]
'00:00.71602';[];[];[];[];[];[]
'00:00.73307';[];[];[];[];[];[]
'00:00.74946';[];[];[];[];[];[]
'00:00.76600';[];[];[];[];[];[]
'00:00.78253';[];[];[];[];[];[]
'00:00.79934';[];[];[];[];[];[]
'00:00.81533';[];[];[];[];[];[]
'00:00.83297';[];[];[];[];[];[]
'00:00.84974';[];[];[];[];[];[]
'00:00.86597';[];[];[];[];[];[]
'00:00.88303';[];[];[];[];[];[]
'00:00.90008';[];[];[];[];[];[]
'00:00.91600';[];[];[];[];[];[]
'00:00.93298';[];[];[];[];[];[]
'00:00.94997';[];[];[];[];[];[]
'00:00.96560';[];[];[];[];[];[]
'00:00.98254';[];[];[];[];[];[]
'00:00.99948';[];[];[];[];[];[]
'00:01.01554';[];[];[];[];[];[]
'00:01.03304';[];[];[];[];[];[]
'00:01.05004';[];[];[];[];[];[]
'00:01.06610';[];[];[];[];[];[]
'00:01.08215';[];[];[];[];[];[]
'00:01.09911';[];[];[];[];[];[]
'00:01.11562';[];[];[];[];[];[]
'00:01.13257';[];[];[];[];[];[]
'00:01.14953';[];[];[];[];[];[]
'00:01.16557';[];[];[];[];[];[]
'00:01.18257';[];[];[];[];[];[]
'00:01.19957';[];[];[];[];[];[]
'00:01.21561';[];[];[];[];[];[]
'00:01.23261';[];[];[];[];[];[]
'00:01.24961';[];[];[];[];[];[]
'00:01.26560';[];[];[];[];[];[]
'00:01.28243';[];[];[];[];[];[]
'00:01.29998';[];[];[];[];[];[]
'00:01.31561';[];[];[];[];[];[]
'00:01.33266';[];[];[];[];[];[]
'00:01.34959';[];[];[];[];[];[]
'00:01.36558';[];[];[];[];[];[]
'00:01.38246';[];[];[];[];[];[]
'00:01.39945';[];[];[];[];[];[]
