Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.01678';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.03376';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.04968';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.06717';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.08425';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.10006';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.11701';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.13395';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.14993';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.16653';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.18342';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.20047';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.21737';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.23427';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.25033';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.26741';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.28448';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.30024';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.31710';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.33395';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.35001';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.36700';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.38388';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.39990';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.41680';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.43370';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.44972';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.46668';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.48365';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.49957';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.51657';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.53357';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.54944';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.56740';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.58433';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.60032';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.61724';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.63416';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.65017';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.66716';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.68415';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
'00:00.70003';[1093,943,61,46];[1159,944,60,45];[];[];[];[]
