Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01664';[];[];[];[];[];[]
'00:00.03328';[];[];[];[];[];[]
'00:00.04993';[];[];[];[];[];[]
'00:00.06657';[];[];[];[];[];[]
'00:00.08322';[];[];[];[];[];[]
'00:00.10001';[];[];[];[];[];[]
'00:00.11680';[];[];[];[];[];[]
'00:00.13331';[];[];[];[];[];[]
'00:00.15000';[];[];[];[];[];[]
'00:00.16668';[];[];[];[];[];[]
'00:00.18337';[];[];[];[];[];[]
'00:00.20006';[];[];[];[];[];[]
'00:00.21675';[];[];[];[];[];[]
'00:00.23334';[];[];[];[];[];[]
'00:00.24993';[];[];[];[];[];[]
'00:00.26663';[];[];[];[];[];[]
'00:00.28333';[];[];[];[];[];[]
'00:00.30003';[];[];[];[];[];[]
'00:00.31673';[];[];[];[];[];[]
'00:00.33332';[];[];[];[];[];[]
'00:00.34991';[];[];[];[];[];[]
'00:00.36667';[];[];[];[];[];[]
'00:00.38344';[];[];[];[];[];[]
'00:00.39998';[];[];[];[];[];[]
'00:00.41667';[];[];[];[];[];[]
'00:00.43336';[];[];[];[];[];[]
'00:00.45005';[];[];[];[];[];[]
'00:00.46674';[];[];[];[];[];[]
'00:00.48343';[];[];[];[];[];[]
'00:00.49998';[];[];[];[];[];[]
'00:00.51668';[];[];[];[];[];[]
'00:00.53338';[];[];[];[];[];[]
'00:00.55008';[];[];[];[];[];[]
'00:00.56666';[];[];[];[];[];[]
'00:00.58324';[];[];[];[];[];[]
'00:00.60000';[];[];[];[];[];[]
'00:00.61675';[];[];[];[];[];[]
'00:00.63331';[];[];[];[];[];[]
'00:00.64998';[];[];[];[];[];[]
'00:00.66666';[];[];[];[];[];[]
'00:00.68334';[];[];[];[];[];[]
'00:00.70002';[];[];[];[];[];[]
'00:00.71670';[];[];[];[];[];[]
'00:00.73337';[];[];[];[];[];[]
'00:00.75005';[];[];[];[];[];[]
'00:00.76663';[];[];[];[];[];[]
'00:00.78321';[];[];[];[];[];[]
'00:00.79995';[];[];[];[];[];[]
'00:00.81670';[];[];[];[];[];[]
'00:00.83331';[];[];[];[];[];[]
'00:00.84992';[];[];[];[];[];[]
'00:00.86664';[];[];[];[];[];[]
'00:00.88336';[];[];[];[];[];[]
'00:00.89998';[];[];[];[];[];[]
'00:00.91661';[];[];[];[];[];[]
'00:00.93323';[];[];[];[];[];[]
'00:00.94998';[];[];[];[];[];[]
'00:00.96674';[];[];[];[];[];[]
'00:00.98334';[];[];[];[];[];[]
'00:00.99994';[];[];[];[];[];[]
'00:01.01654';[];[];[];[];[];[]
'00:01.03328';[];[];[];[];[];[]
'00:01.05003';[];[];[];[];[];[]
'00:01.06665';[];[];[];[];[];[]
'00:01.08327';[];[];[];[];[];[]
'00:01.09990';[];[];[];[];[];[]
'00:01.11665';[];[];[];[];[];[]
'00:01.13327';[];[];[];[];[];[]
'00:01.14989';[];[];[];[];[];[]
'00:01.16663';[];[];[];[];[];[]
'00:01.18336';[];[];[];[];[];[]
'00:01.20000';[];[];[];[];[];[]
'00:01.21663';[];[];[];[];[];[]
'00:01.23326';[];[];[];[];[];[]
'00:01.25001';[];[];[];[];[];[]
'00:01.26675';[];[];[];[];[];[]
'00:01.28330';[];[];[];[];[];[]
'00:01.30000';[];[];[];[];[];[]
'00:01.31670';[];[];[];[];[];[]
'00:01.33339';[];[];[];[];[];[]
'00:01.34998';[];[];[];[];[];[]
'00:01.36657';[];[];[];[];[];[]
'00:01.38336';[];[];[];[];[];[]
'00:01.39997';[];[];[];[];[];[]
'00:01.41658';[];[];[];[];[];[]
'00:01.43320';[];[];[];[];[];[]
'00:01.44997';[];[];[];[];[];[]
'00:01.46663';[];[];[];[];[];[]
'00:01.48328';[];[];[];[];[];[]
'00:01.49994';[];[];[];[];[];[]
'00:01.51659';[];[];[];[];[];[]
'00:01.53325';[];[];[];[];[];[]
'00:01.54991';[];[];[];[];[];[]
'00:01.56656';[];[];[];[];[];[]
'00:01.58333';[];[];[];[];[];[]
'00:01.59995';[];[];[];[];[];[]
'00:01.61657';[];[];[];[];[];[]
