Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01591';[];[];[];[];[];[]
'00:00.03278';[];[];[];[];[];[]
'00:00.05015';[];[];[];[];[];[]
'00:00.06603';[];[];[];[];[];[]
'00:00.08292';[];[];[];[];[];[]
'00:00.09981';[];[];[];[];[];[]
'00:00.11612';[];[];[];[];[];[]
'00:00.13292';[];[];[];[];[];[]
'00:00.14986';[];[];[];[];[];[]
'00:00.16572';[];[];[];[];[];[]
'00:00.18308';[];[];[];[];[];[]
'00:00.19993';[];[];[];[];[];[]
'00:00.21581';[];[];[];[];[];[]
'00:00.23283';[];[];[];[];[];[]
'00:00.24985';[];[];[];[];[];[]
'00:00.26575';[];[];[];[];[];[]
'00:00.28296';[];[];[];[];[];[]
'00:00.29988';[];[];[];[];[];[]
'00:00.31584';[];[];[];[];[];[]
'00:00.33272';[];[];[];[];[];[]
'00:00.35005';[];[];[];[];[];[]
'00:00.36593';[];[];[];[];[];[]
'00:00.38296';[];[];[];[];[];[]
'00:00.39983';[];[];[];[];[];[]
'00:00.41622';[];[];[];[];[];[]
'00:00.43305';[];[];[];[];[];[]
'00:00.44988';[];[];[];[];[];[]
'00:00.46582';[];[];[];[];[];[]
'00:00.48317';[];[];[];[];[];[]
'00:00.50004';[];[];[];[];[];[]
'00:00.51592';[];[];[];[];[];[]
'00:00.53272';[];[];[];[];[];[]
'00:00.54981';[];[];[];[];[];[]
'00:00.56577';[];[];[];[];[];[]
'00:00.58311';[];[];[];[];[];[]
'00:00.59995';[];[];[];[];[];[]
'00:00.61584';[];[];[];[];[];[]
'00:00.63272';[];[];[];[];[];[]
'00:00.65007';[];[];[];[];[];[]
'00:00.66592';[];[];[];[];[];[]
'00:00.68321';[];[];[];[];[];[]
'00:00.70001';[];[];[];[];[];[]
'00:00.71570';[];[];[];[];[];[]
'00:00.73271';[];[];[];[];[];[]
'00:00.74972';[];[];[];[];[];[]
'00:00.76610';[];[];[];[];[];[]
'00:00.78297';[];[];[];[];[];[]
'00:00.79985';[];[];[];[];[];[]
'00:00.81628';[];[];[];[];[];[]
'00:00.83314';[];[];[];[];[];[]
'00:00.85000';[];[];[];[];[];[]
'00:00.86606';[];[];[];[];[];[]
'00:00.88291';[];[];[];[];[];[]
'00:00.89975';[];[];[];[];[];[]
