Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01587';[];[];[];[];[];[]
'00:00.03273';[];[];[];[];[];[]
'00:00.05008';[];[];[];[];[];[]
'00:00.06596';[];[];[];[];[];[]
'00:00.08283';[];[];[];[];[];[]
'00:00.09970';[];[];[];[];[];[]
'00:00.11606';[];[];[];[];[];[]
'00:00.13292';[];[];[];[];[];[]
'00:00.14977';[];[];[];[];[];[]
'00:00.16617';[];[];[];[];[];[]
'00:00.18302';[];[];[];[];[];[]
'00:00.19986';[];[];[];[];[];[]
'00:00.21578';[];[];[];[];[];[]
'00:00.23313';[];[];[];[];[];[]
'00:00.24997';[];[];[];[];[];[]
'00:00.26592';[];[];[];[];[];[]
'00:00.28271';[];[];[];[];[];[]
'00:00.30009';[];[];[];[];[];[]
'00:00.31600';[];[];[];[];[];[]
'00:00.33291';[];[];[];[];[];[]
'00:00.34982';[];[];[];[];[];[]
'00:00.36608';[];[];[];[];[];[]
'00:00.38291';[];[];[];[];[];[]
'00:00.39973';[];[];[];[];[];[]
'00:00.41615';[];[];[];[];[];[]
'00:00.43292';[];[];[];[];[];[]
'00:00.44980';[];[];[];[];[];[]
'00:00.46615';[];[];[];[];[];[]
'00:00.48318';[];[];[];[];[];[]
'00:00.49973';[];[];[];[];[];[]
'00:00.51591';[];[];[];[];[];[]
'00:00.53275';[];[];[];[];[];[]
'00:00.54986';[];[];[];[];[];[]
'00:00.56597';[];[];[];[];[];[]
'00:00.58284';[];[];[];[];[];[]
'00:00.60004';[];[];[];[];[];[]
'00:00.61595';[];[];[];[];[];[]
'00:00.63291';[];[];[];[];[];[]
'00:00.64986';[];[];[];[];[];[]
'00:00.66615';[];[];[];[];[];[]
'00:00.68295';[];[];[];[];[];[]
'00:00.69975';[];[];[];[];[];[]
'00:00.71616';[];[];[];[];[];[]
'00:00.73311';[];[];[];[];[];[]
'00:00.74995';[];[];[];[];[];[]
'00:00.76578';[];[];[];[];[];[]
'00:00.78315';[];[];[];[];[];[]
'00:00.80006';[];[];[];[];[];[]
'00:00.81591';[];[];[];[];[];[]
'00:00.83280';[];[];[];[];[];[]
'00:00.85015';[];[];[];[];[];[]
'00:00.86605';[];[];[];[];[];[]
'00:00.88288';[];[];[];[];[];[]
'00:00.89991';[];[];[];[];[];[]
'00:00.91574';[];[];[];[];[];[]
'00:00.93311';[];[];[];[];[];[]
'00:00.95002';[];[];[];[];[];[]
'00:00.96590';[];[];[];[];[];[]
'00:00.98277';[];[];[];[];[];[]
'00:01.00017';[];[];[];[];[];[]
'00:01.01604';[];[];[];[];[];[]
'00:01.03292';[];[];[];[];[];[]
'00:01.04979';[];[];[];[];[];[]
'00:01.06602';[];[];[];[];[];[]
'00:01.08285';[];[];[];[];[];[]
