Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01663';[];[];[];[];[];[]
'00:00.03326';[];[];[];[];[];[]
'00:00.05003';[];[];[];[];[];[]
'00:00.06666';[];[];[];[];[];[]
'00:00.08330';[];[];[];[];[];[]
'00:00.09993';[];[];[];[];[];[]
'00:00.11656';[];[];[];[];[];[]
'00:00.13335';[];[];[];[];[];[]
'00:00.15004';[];[];[];[];[];[]
'00:00.16673';[];[];[];[];[];[]
'00:00.18342';[];[];[];[];[];[]
'00:00.20001';[];[];[];[];[];[]
'00:00.21678';[];[];[];[];[];[]
'00:00.23335';[];[];[];[];[];[]
'00:00.25004';[];[];[];[];[];[]
'00:00.26673';[];[];[];[];[];[]
'00:00.28342';[];[];[];[];[];[]
'00:00.30011';[];[];[];[];[];[]
'00:00.31680';[];[];[];[];[];[]
'00:00.33337';[];[];[];[];[];[]
'00:00.34995';[];[];[];[];[];[]
'00:00.36670';[];[];[];[];[];[]
'00:00.38344';[];[];[];[];[];[]
'00:00.40005';[];[];[];[];[];[]
'00:00.41666';[];[];[];[];[];[]
'00:00.43327';[];[];[];[];[];[]
'00:00.45000';[];[];[];[];[];[]
'00:00.46672';[];[];[];[];[];[]
'00:00.48334';[];[];[];[];[];[]
'00:00.49996';[];[];[];[];[];[]
'00:00.51658';[];[];[];[];[];[]
'00:00.53336';[];[];[];[];[];[]
'00:00.54997';[];[];[];[];[];[]
'00:00.56658';[];[];[];[];[];[]
'00:00.58332';[];[];[];[];[];[]
'00:00.60005';[];[];[];[];[];[]
'00:00.61666';[];[];[];[];[];[]
'00:00.63339';[];[];[];[];[];[]
'00:00.64997';[];[];[];[];[];[]
'00:00.66667';[];[];[];[];[];[]
'00:00.68337';[];[];[];[];[];[]
'00:00.70007';[];[];[];[];[];[]
'00:00.71665';[];[];[];[];[];[]
'00:00.73323';[];[];[];[];[];[]
'00:00.75002';[];[];[];[];[];[]
'00:00.76665';[];[];[];[];[];[]
'00:00.78328';[];[];[];[];[];[]
'00:00.79992';[];[];[];[];[];[]
'00:00.81655';[];[];[];[];[];[]
'00:00.83331';[];[];[];[];[];[]
'00:00.85006';[];[];[];[];[];[]
'00:00.86665';[];[];[];[];[];[]
'00:00.88324';[];[];[];[];[];[]
'00:00.90002';[];[];[];[];[];[]
'00:00.91680';[];[];[];[];[];[]
'00:00.93335';[];[];[];[];[];[]
'00:00.94991';[];[];[];[];[];[]
'00:00.96668';[];[];[];[];[];[]
'00:00.98332';[];[];[];[];[];[]
'00:00.99995';[];[];[];[];[];[]
'00:01.01658';[];[];[];[];[];[]
'00:01.03322';[];[];[];[];[];[]
'00:01.05001';[];[];[];[];[];[]
'00:01.06665';[];[];[];[];[];[]
'00:01.08329';[];[];[];[];[];[]
'00:01.09994';[];[];[];[];[];[]
'00:01.11658';[];[];[];[];[];[]
'00:01.13323';[];[];[];[];[];[]
'00:01.15000';[];[];[];[];[];[]
'00:01.16662';[];[];[];[];[];[]
'00:01.18324';[];[];[];[];[];[]
'00:01.19986';[];[];[];[];[];[]
'00:01.21659';[];[];[];[];[];[]
'00:01.23333';[];[];[];[];[];[]
'00:01.25006';[];[];[];[];[];[]
'00:01.26663';[];[];[];[];[];[]
'00:01.28331';[];[];[];[];[];[]
'00:01.29998';[];[];[];[];[];[]
'00:01.31666';[];[];[];[];[];[]
'00:01.33334';[];[];[];[];[];[]
'00:01.35002';[];[];[];[];[];[]
'00:01.36660';[];[];[];[];[];[]
'00:01.38331';[];[];[];[];[];[]
'00:01.40002';[];[];[];[];[];[]
'00:01.41663';[];[];[];[];[];[]
'00:01.43324';[];[];[];[];[];[]
'00:01.44998';[];[];[];[];[];[]
'00:01.46673';[];[];[];[];[];[]
'00:01.48328';[];[];[];[];[];[]
'00:01.50000';[];[];[];[];[];[]
'00:01.51671';[];[];[];[];[];[]
'00:01.53342';[];[];[];[];[];[]
'00:01.54997';[];[];[];[];[];[]
'00:01.56665';[];[];[];[];[];[]
'00:01.58333';[];[];[];[];[];[]
'00:01.60001';[];[];[];[];[];[]
'00:01.61668';[];[];[];[];[];[]
'00:01.63336';[];[];[];[];[];[]
'00:01.65004';[];[];[];[];[];[]
'00:01.66672';[];[];[];[];[];[]
'00:01.68340';[];[];[];[];[];[]
'00:01.69996';[];[];[];[];[];[]
'00:01.71653';[];[];[];[];[];[]
'00:01.73328';[];[];[];[];[];[]
'00:01.75004';[];[];[];[];[];[]
'00:01.76663';[];[];[];[];[];[]
'00:01.78322';[];[];[];[];[];[]
'00:01.80006';[];[];[];[];[];[]
'00:01.81661';[];[];[];[];[];[]
'00:01.83330';[];[];[];[];[];[]
'00:01.84998';[];[];[];[];[];[]
'00:01.86667';[];[];[];[];[];[]
