Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01676';[];[];[];[];[];[]
'00:00.03333';[];[];[];[];[];[]
'00:00.05002';[];[];[];[];[];[]
'00:00.07314';[];[];[];[];[];[]
'00:00.08891';[];[];[];[];[];[]
'00:00.10583';[];[];[];[];[];[]
'00:00.12180';[];[];[];[];[];[]
'00:00.13876';[];[];[];[];[];[]
'00:00.15477';[];[];[];[];[];[]
'00:00.17078';[];[];[];[];[];[]
'00:00.18665';[];[];[];[];[];[]
'00:00.20361';[];[];[];[];[];[]
'00:00.22056';[];[];[];[];[];[]
'00:00.23652';[];[];[];[];[];[]
'00:00.25325';[];[];[];[];[];[]
'00:00.26980';[];[];[];[];[];[]
'00:00.28670';[];[];[];[];[];[]
'00:00.30359';[];[];[];[];[];[]
'00:00.32050';[];[];[];[];[];[]
'00:00.33662';[];[];[];[];[];[]
'00:00.35354';[];[];[];[];[];[]
'00:00.37046';[];[];[];[];[];[]
'00:00.38623';[];[];[];[];[];[]
'00:00.40321';[];[];[];[];[];[]
'00:00.42018';[];[];[];[];[];[]
'00:00.43716';[];[];[];[];[];[]
'00:00.45306';[];[];[];[];[];[]
'00:00.47004';[];[];[];[];[];[]
'00:00.48702';[];[];[];[];[];[]
'00:00.50400';[];[];[];[];[];[]
'00:00.51992';[];[];[];[];[];[]
'00:00.53683';[];[];[];[];[];[]
'00:00.55374';[];[];[];[];[];[]
'00:00.56986';[];[];[];[];[];[]
'00:00.58683';[];[];[];[];[];[]
'00:00.60273';[];[];[];[];[];[]
'00:00.61993';[];[];[];[];[];[]
'00:00.63692';[];[];[];[];[];[]
'00:00.65427';[];[];[];[];[];[]
'00:00.67026';[];[];[];[];[];[]
'00:00.68717';[];[];[];[];[];[]
'00:00.70312';[];[];[];[];[];[]
'00:00.72008';[];[];[];[];[];[]
'00:00.73705';[];[];[];[];[];[]
'00:00.75402';[];[];[];[];[];[]
'00:00.76998';[];[];[];[];[];[]
'00:00.78694';[];[];[];[];[];[]
'00:00.80390';[];[];[];[];[];[]
'00:00.82038';[];[];[];[];[];[]
'00:00.83737';[];[];[];[];[];[]
'00:00.85328';[];[];[];[];[];[]
'00:00.87025';[];[];[];[];[];[]
'00:00.88722';[];[];[];[];[];[]
'00:00.90314';[];[];[];[];[];[]
'00:00.92021';[];[];[];[];[];[]
'00:00.93715';[];[];[];[];[];[]
'00:00.95306';[];[];[];[];[];[]
'00:00.97004';[];[];[];[];[];[]
'00:00.98622';[];[];[];[];[];[]
'00:01.00317';[];[];[];[];[];[]
'00:01.02013';[];[];[];[];[];[]
'00:01.03708';[];[];[];[];[];[]
'00:01.05317';[];[];[];[];[];[]
'00:01.07010';[];[];[];[];[];[]
'00:01.08702';[];[];[];[];[];[]
'00:01.10394';[];[];[];[];[];[]
'00:01.11997';[];[];[];[];[];[]
'00:01.13737';[];[];[];[];[];[]
'00:01.15329';[];[];[];[];[];[]
'00:01.16922';[];[];[];[];[];[]
'00:01.18514';[];[];[];[];[];[]
'00:01.20120';[];[];[];[];[];[]
'00:01.21816';[];[];[];[];[];[]
'00:01.23513';[];[];[];[];[];[]
'00:01.25135';[];[];[];[];[];[]
'00:01.26833';[];[];[];[];[];[]
'00:01.28531';[];[];[];[];[];[]
'00:01.30125';[];[];[];[];[];[]
'00:01.31821';[];[];[];[];[];[]
'00:01.33516';[];[];[];[];[];[]
'00:01.35111';[];[];[];[];[];[]
'00:01.36804';[];[];[];[];[];[]
'00:01.38497';[];[];[];[];[];[]
'00:01.40191';[];[];[];[];[];[]
'00:01.41789';[];[];[];[];[];[]
'00:01.43488';[];[];[];[];[];[]
'00:01.45187';[];[];[];[];[];[]
'00:01.46779';[];[];[];[];[];[]
'00:01.48475';[];[];[];[];[];[]
'00:01.50171';[];[];[];[];[];[]
'00:01.51797';[];[];[];[];[];[]
'00:01.53492';[];[];[];[];[];[]
'00:01.55186';[];[];[];[];[];[]
'00:01.56783';[];[];[];[];[];[]
'00:01.58477';[];[];[];[];[];[]
'00:01.60172';[];[];[];[];[];[]
'00:01.61866';[];[];[];[];[];[]
'00:01.63465';[];[];[];[];[];[]
'00:01.65159';[];[];[];[];[];[]
'00:01.66836';[];[];[];[];[];[]
'00:01.68536';[];[];[];[];[];[]
'00:01.70317';[];[];[];[];[];[]
'00:01.72059';[];[];[];[];[];[]
'00:01.73763';[];[];[];[];[];[]
'00:01.75351';[];[];[];[];[];[]
'00:01.77024';[];[];[];[];[];[]
'00:01.78715';[];[];[];[];[];[]
'00:01.80315';[];[];[];[];[];[]
'00:01.82052';[];[];[];[];[];[]
'00:01.83647';[];[];[];[];[];[]
'00:01.85341';[];[];[];[];[];[]
'00:01.87034';[];[];[];[];[];[]
'00:01.88638';[];[];[];[];[];[]
'00:01.90331';[];[];[];[];[];[]
'00:01.92023';[];[];[];[];[];[]
'00:01.93715';[];[];[];[];[];[]
'00:01.95407';[];[];[];[];[];[]
'00:01.97014';[];[];[];[];[];[]
'00:01.98712';[];[];[];[];[];[]
'00:02.00410';[];[];[];[];[];[]
'00:02.01997';[];[];[];[];[];[]
'00:02.03695';[];[];[];[];[];[]
'00:02.05393';[];[];[];[];[];[]
'00:02.06987';[];[];[];[];[];[]
'00:02.08680';[];[];[];[];[];[]
'00:02.10372';[];[];[];[];[];[]
'00:02.12076';[];[];[];[];[];[]
'00:02.13668';[];[];[];[];[];[]
'00:02.15362';[];[];[];[];[];[]
'00:02.17055';[];[];[];[];[];[]
'00:02.18657';[];[];[];[];[];[]
'00:02.20304';[];[];[];[];[];[]
'00:02.21903';[];[];[];[];[];[]
'00:02.23502';[];[];[];[];[];[]
'00:02.25194';[];[];[];[];[];[]
'00:02.26784';[];[];[];[];[];[]
'00:02.28483';[];[];[];[];[];[]
'00:02.30182';[];[];[];[];[];[]
'00:02.31881';[];[];[];[];[];[]
'00:02.33468';[];[];[];[];[];[]
'00:02.35162';[];[];[];[];[];[]
'00:02.36812';[];[];[];[];[];[]
'00:02.38504';[];[];[];[];[];[]
'00:02.40196';[];[];[];[];[];[]
'00:02.41795';[];[];[];[];[];[]
'00:02.43495';[];[];[];[];[];[]
'00:02.45195';[];[];[];[];[];[]
'00:02.46784';[];[];[];[];[];[]
'00:02.48518';[];[];[];[];[];[]
'00:02.50111';[];[];[];[];[];[]
'00:02.51809';[];[];[];[];[];[]
'00:02.53508';[];[];[];[];[];[]
'00:02.55207';[];[];[];[];[];[]
'00:02.56793';[];[];[];[];[];[]
