Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01658';[];[];[];[];[];[]
'00:00.03330';[];[];[];[];[];[]
'00:00.05001';[];[];[];[];[];[]
'00:00.06657';[];[];[];[];[];[]
'00:00.08325';[];[];[];[];[];[]
'00:00.09993';[];[];[];[];[];[]
'00:00.11661';[];[];[];[];[];[]
'00:00.13328';[];[];[];[];[];[]
'00:00.14996';[];[];[];[];[];[]
'00:00.16664';[];[];[];[];[];[]
'00:00.18332';[];[];[];[];[];[]
'00:00.20000';[];[];[];[];[];[]
'00:00.21667';[];[];[];[];[];[]
'00:00.23324';[];[];[];[];[];[]
'00:00.24994';[];[];[];[];[];[]
'00:00.26664';[];[];[];[];[];[]
'00:00.28334';[];[];[];[];[];[]
'00:00.30004';[];[];[];[];[];[]
'00:00.31658';[];[];[];[];[];[]
'00:00.33326';[];[];[];[];[];[]
'00:00.34994';[];[];[];[];[];[]
'00:00.36662';[];[];[];[];[];[]
'00:00.38330';[];[];[];[];[];[]
'00:00.39997';[];[];[];[];[];[]
'00:00.41665';[];[];[];[];[];[]
'00:00.43333';[];[];[];[];[];[]
'00:00.45001';[];[];[];[];[];[]
'00:00.46668';[];[];[];[];[];[]
'00:00.48336';[];[];[];[];[];[]
'00:00.50004';[];[];[];[];[];[]
'00:00.51662';[];[];[];[];[];[]
'00:00.53320';[];[];[];[];[];[]
'00:00.54997';[];[];[];[];[];[]
'00:00.56665';[];[];[];[];[];[]
'00:00.58333';[];[];[];[];[];[]
'00:00.60001';[];[];[];[];[];[]
'00:00.61668';[];[];[];[];[];[]
'00:00.63336';[];[];[];[];[];[]
'00:00.65004';[];[];[];[];[];[]
'00:00.66661';[];[];[];[];[];[]
'00:00.68317';[];[];[];[];[];[]
'00:00.69992';[];[];[];[];[];[]
'00:00.71666';[];[];[];[];[];[]
'00:00.73328';[];[];[];[];[];[]
'00:00.74991';[];[];[];[];[];[]
'00:00.76653';[];[];[];[];[];[]
'00:00.78315';[];[];[];[];[];[]
'00:00.79994';[];[];[];[];[];[]
'00:00.81661';[];[];[];[];[];[]
'00:00.83327';[];[];[];[];[];[]
'00:00.84994';[];[];[];[];[];[]
'00:00.86661';[];[];[];[];[];[]
'00:00.88327';[];[];[];[];[];[]
'00:00.89994';[];[];[];[];[];[]
'00:00.91661';[];[];[];[];[];[]
'00:00.93327';[];[];[];[];[];[]
'00:00.94994';[];[];[];[];[];[]
'00:00.96661';[];[];[];[];[];[]
'00:00.98343';[];[];[];[];[];[]
'00:00.99994';[];[];[];[];[];[]
'00:01.01657';[];[];[];[];[];[]
'00:01.03321';[];[];[];[];[];[]
'00:01.04984';[];[];[];[];[];[]
'00:01.06661';[];[];[];[];[];[]
'00:01.08337';[];[];[];[];[];[]
'00:01.09994';[];[];[];[];[];[]
'00:01.11662';[];[];[];[];[];[]
'00:01.13329';[];[];[];[];[];[]
'00:01.14997';[];[];[];[];[];[]
'00:01.16665';[];[];[];[];[];[]
'00:01.18333';[];[];[];[];[];[]
'00:01.20001';[];[];[];[];[];[]
'00:01.21668';[];[];[];[];[];[]
'00:01.23336';[];[];[];[];[];[]
'00:01.24992';[];[];[];[];[];[]
'00:01.26662';[];[];[];[];[];[]
'00:01.28332';[];[];[];[];[];[]
'00:01.30002';[];[];[];[];[];[]
'00:01.31672';[];[];[];[];[];[]
'00:01.33342';[];[];[];[];[];[]
'00:01.34995';[];[];[];[];[];[]
'00:01.36661';[];[];[];[];[];[]
'00:01.38326';[];[];[];[];[];[]
'00:01.39992';[];[];[];[];[];[]
'00:01.41657';[];[];[];[];[];[]
'00:01.43323';[];[];[];[];[];[]
'00:01.44988';[];[];[];[];[];[]
'00:01.46654';[];[];[];[];[];[]
'00:01.48320';[];[];[];[];[];[]
'00:01.49985';[];[];[];[];[];[]
'00:01.51651';[];[];[];[];[];[]
'00:01.53330';[];[];[];[];[];[]
'00:01.54994';[];[];[];[];[];[]
'00:01.56658';[];[];[];[];[];[]
'00:01.58323';[];[];[];[];[];[]
'00:01.59987';[];[];[];[];[];[]
'00:01.61652';[];[];[];[];[];[]
'00:01.63316';[];[];[];[];[];[]
'00:01.64994';[];[];[];[];[];[]
'00:01.66672';[];[];[];[];[];[]
'00:01.68327';[];[];[];[];[];[]
'00:01.69994';[];[];[];[];[];[]
'00:01.71661';[];[];[];[];[];[]
'00:01.73327';[];[];[];[];[];[]
'00:01.74994';[];[];[];[];[];[]
'00:01.76661';[];[];[];[];[];[]
'00:01.78327';[];[];[];[];[];[]
'00:01.79994';[];[];[];[];[];[]
'00:01.81661';[];[];[];[];[];[]
'00:01.83327';[];[];[];[];[];[]
'00:01.84994';[];[];[];[];[];[]
'00:01.86661';[];[];[];[];[];[]
'00:01.88327';[];[];[];[];[];[]
'00:01.89994';[];[];[];[];[];[]
'00:01.91661';[];[];[];[];[];[]
'00:01.93327';[];[];[];[];[];[]
'00:01.94994';[];[];[];[];[];[]
'00:01.96661';[];[];[];[];[];[]
'00:01.98327';[];[];[];[];[];[]
'00:01.99994';[];[];[];[];[];[]
'00:02.01661';[];[];[];[];[];[]
'00:02.03327';[];[];[];[];[];[]
