Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01503';[];[];[];[];[];[]
'00:00.03222';[];[];[];[];[];[]
'00:00.04987';[];[];[];[];[];[]
'00:00.06525';[];[];[];[];[];[]
'00:00.08226';[];[];[];[];[];[]
'00:00.10037';[];[];[];[];[];[]
'00:00.11554';[];[];[];[];[];[]
'00:00.13283';[];[];[];[];[];[]
'00:00.14947';[];[];[];[];[];[]
'00:00.16546';[];[];[];[];[];[]
'00:00.18245';[];[];[];[];[];[]
'00:00.19944';[];[];[];[];[];[]
'00:00.21545';[];[];[];[];[];[]
'00:00.23243';[];[];[];[];[];[]
'00:00.24941';[];[];[];[];[];[]
'00:00.26541';[];[];[];[];[];[]
'00:00.28241';[];[];[];[];[];[]
'00:00.29941';[];[];[];[];[];[]
'00:00.31536';[];[];[];[];[];[]
'00:00.33243';[];[];[];[];[];[]
'00:00.34935';[];[];[];[];[];[]
'00:00.36534';[];[];[];[];[];[]
'00:00.38235';[];[];[];[];[];[]
'00:00.39902';[];[];[];[];[];[]
'00:00.41540';[];[];[];[];[];[]
'00:00.43290';[];[];[];[];[];[]
'00:00.44988';[];[];[];[];[];[]
'00:00.46587';[];[];[];[];[];[]
'00:00.48286';[];[];[];[];[];[]
'00:00.49901';[];[];[];[];[];[]
'00:00.51498';[];[];[];[];[];[]
'00:00.53245';[];[];[];[];[];[]
'00:00.54945';[];[];[];[];[];[]
'00:00.56543';[];[];[];[];[];[]
'00:00.58247';[];[];[];[];[];[]
'00:00.59952';[];[];[];[];[];[]
'00:00.61535';[];[];[];[];[];[]
'00:00.63236';[];[];[];[];[];[]
'00:00.64937';[];[];[];[];[];[]
'00:00.66591';[];[];[];[];[];[]
'00:00.68291';[];[];[];[];[];[]
'00:00.69991';[];[];[];[];[];[]
'00:00.71587';[];[];[];[];[];[]
'00:00.73292';[];[];[];[];[];[]
'00:00.74996';[];[];[];[];[];[]
'00:00.76590';[];[];[];[];[];[]
'00:00.78231';[];[];[];[];[];[]
'00:00.79931';[];[];[];[];[];[]
