Tid;item1;item2;item3;item4;item5;item6
'00:00.00000';[];[];[];[];[];[]
'00:00.01465';[];[];[];[];[];[]
'00:00.03262';[];[];[];[];[];[]
'00:00.04955';[];[];[];[];[];[]
'00:00.06553';[];[];[];[];[];[]
'00:00.08252';[];[];[];[];[];[]
'00:00.09951';[];[];[];[];[];[]
'00:00.11574';[];[];[];[];[];[]
'00:00.13287';[];[];[];[];[];[]
'00:00.14966';[];[];[];[];[];[]
'00:00.16583';[];[];[];[];[];[]
'00:00.18270';[];[];[];[];[];[]
'00:00.19946';[];[];[];[];[];[]
'00:00.21543';[];[];[];[];[];[]
'00:00.23238';[];[];[];[];[];[]
'00:00.24934';[];[];[];[];[];[]
'00:00.26528';[];[];[];[];[];[]
'00:00.28228';[];[];[];[];[];[]
'00:00.29928';[];[];[];[];[];[]
'00:00.31515';[];[];[];[];[];[]
'00:00.33212';[];[];[];[];[];[]
'00:00.34908';[];[];[];[];[];[]
'00:00.36502';[];[];[];[];[];[]
'00:00.38198';[];[];[];[];[];[]
'00:00.39895';[];[];[];[];[];[]
'00:00.41613';[];[];[];[];[];[]
'00:00.43188';[];[];[];[];[];[]
'00:00.44981';[];[];[];[];[];[]
'00:00.46575';[];[];[];[];[];[]
'00:00.48288';[];[];[];[];[];[]
'00:00.49970';[];[];[];[];[];[]
'00:00.51535';[];[];[];[];[];[]
'00:00.53218';[];[];[];[];[];[]
'00:00.54902';[];[];[];[];[];[]
'00:00.56503';[];[];[];[];[];[]
'00:00.58199';[];[];[];[];[];[]
'00:00.59896';[];[];[];[];[];[]
'00:00.61544';[];[];[];[];[];[]
'00:00.63242';[];[];[];[];[];[]
'00:00.64940';[];[];[];[];[];[]
'00:00.66532';[];[];[];[];[];[]
'00:00.68227';[];[];[];[];[];[]
'00:00.69923';[];[];[];[];[];[]
'00:00.71521';[];[];[];[];[];[]
'00:00.73233';[];[];[];[];[];[]
'00:00.74918';[];[];[];[];[];[]
'00:00.76531';[];[];[];[];[];[]
'00:00.78242';[];[];[];[];[];[]
'00:00.79901';[];[];[];[];[];[]
'00:00.81501';[];[];[];[];[];[]
'00:00.83196';[];[];[];[];[];[]
'00:00.84987';[];[];[];[];[];[]
'00:00.86578';[];[];[];[];[];[]
'00:00.88296';[];[];[];[];[];[]
'00:00.89976';[];[];[];[];[];[]
'00:00.91573';[];[];[];[];[];[]
'00:00.93288';[];[];[];[];[];[]
'00:00.94981';[];[];[];[];[];[]
'00:00.96562';[];[];[];[];[];[]
'00:00.98273';[];[];[];[];[];[]
'00:00.99944';[];[];[];[];[];[]
'00:01.01540';[];[];[];[];[];[]
'00:01.03245';[];[];[];[];[];[]
'00:01.04931';[];[];[];[];[];[]
'00:01.06531';[];[];[];[];[];[]
'00:01.08244';[];[];[];[];[];[]
'00:01.09934';[];[];[];[];[];[]
'00:01.11533';[];[];[];[];[];[]
'00:01.13215';[];[];[];[];[];[]
'00:01.14946';[];[];[];[];[];[]
'00:01.16520';[];[];[];[];[];[]
'00:01.18224';[];[];[];[];[];[]
'00:01.19892';[];[];[];[];[];[]
'00:01.21586';[];[];[];[];[];[]
'00:01.23281';[];[];[];[];[];[]
'00:01.24975';[];[];[];[];[];[]
'00:01.26573';[];[];[];[];[];[]
'00:01.28292';[];[];[];[];[];[]
'00:01.29963';[];[];[];[];[];[]
'00:01.31557';[];[];[];[];[];[]
'00:01.33254';[];[];[];[];[];[]
'00:01.34951';[];[];[];[];[];[]
'00:01.36545';[];[];[];[];[];[]
'00:01.38243';[];[];[];[];[];[]
'00:01.39941';[];[];[];[];[];[]
'00:01.41531';[];[];[];[];[];[]
'00:01.43229';[];[];[];[];[];[]
'00:01.44928';[];[];[];[];[];[]
'00:01.46523';[];[];[];[];[];[]
'00:01.48214';[];[];[];[];[];[]
'00:01.49905';[];[];[];[];[];[]
'00:01.51514';[];[];[];[];[];[]
'00:01.53201';[];[];[];[];[];[]
'00:01.54887';[];[];[];[];[];[]
'00:01.56655';[];[];[];[];[];[]
'00:01.58217';[];[];[];[];[];[]
'00:01.59885';[];[];[];[];[];[]
'00:01.61576';[];[];[];[];[];[]
'00:01.63267';[];[];[];[];[];[]
'00:01.64970';[];[];[];[];[];[]
'00:01.66564';[];[];[];[];[];[]
'00:01.68263';[];[];[];[];[];[]
'00:01.69962';[];[];[];[];[];[]
'00:01.71552';[];[];[];[];[];[]
'00:01.73259';[];[];[];[];[];[]
'00:01.74956';[];[];[];[];[];[]
'00:01.76547';[];[];[];[];[];[]
'00:01.78252';[];[];[];[];[];[]
'00:01.79940';[];[];[];[];[];[]
'00:01.81536';[];[];[];[];[];[]
'00:01.83255';[];[];[];[];[];[]
'00:01.84959';[];[];[];[];[];[]
'00:01.86538';[];[];[];[];[];[]
'00:01.88230';[];[];[];[];[];[]
'00:01.89921';[];[];[];[];[];[]
'00:01.91530';[];[];[];[];[];[]
'00:01.93214';[];[];[];[];[];[]
'00:01.94915';[];[];[];[];[];[]
'00:01.96522';[];[];[];[];[];[]
'00:01.98220';[];[];[];[];[];[]
'00:01.99894';[];[];[];[];[];[]
'00:02.01568';[];[];[];[];[];[]
'00:02.03258';[];[];[];[];[];[]
'00:02.04948';[];[];[];[];[];[]
'00:02.06548';[];[];[];[];[];[]
'00:02.08244';[];[];[];[];[];[]
'00:02.09940';[];[];[];[];[];[]
'00:02.11544';[];[];[];[];[];[]
'00:02.13243';[];[];[];[];[];[]
'00:02.14942';[];[];[];[];[];[]
'00:02.16542';[];[];[];[];[];[]
'00:02.18242';[];[];[];[];[];[]
'00:02.19924';[];[];[];[];[];[]
'00:02.21522';[];[];[];[];[];[]
'00:02.23276';[];[];[];[];[];[]
'00:02.24976';[];[];[];[];[];[]
'00:02.26559';[];[];[];[];[];[]
'00:02.28255';[];[];[];[];[];[]
'00:02.29951';[];[];[];[];[];[]
'00:02.31557';[];[];[];[];[];[]
'00:02.33267';[];[];[];[];[];[]
'00:02.34962';[];[];[];[];[];[]
'00:02.36569';[];[];[];[];[];[]
'00:02.38261';[];[];[];[];[];[]
'00:02.39952';[];[];[];[];[];[]
'00:02.41544';[];[];[];[];[];[]
'00:02.43205';[];[];[];[];[];[]
'00:02.44905';[];[];[];[];[];[]
'00:02.46482';[];[];[];[];[];[]
'00:02.48277';[];[];[];[];[];[]
'00:02.49973';[];[];[];[];[];[]
'00:02.51573';[];[];[];[];[];[]
'00:02.53264';[];[];[];[];[];[]
'00:02.54955';[];[];[];[];[];[]
'00:02.56555';[];[];[];[];[];[]
'00:02.58256';[];[];[];[];[];[]
'00:02.59946';[];[];[];[];[];[]
'00:02.61544';[];[];[];[];[];[]
'00:02.63241';[];[];[];[];[];[]
'00:02.64937';[];[];[];[];[];[]
'00:02.66531';[];[];[];[];[];[]
'00:02.68240';[];[];[];[];[];[]
'00:02.69918';[];[];[];[];[];[]
'00:02.71516';[];[];[];[];[];[]
'00:02.73225';[];[];[];[];[];[]
'00:02.74907';[];[];[];[];[];[]
'00:02.76502';[];[];[];[];[];[]
'00:02.78201';[];[];[];[];[];[]
'00:02.79900';[];[];[];[];[];[]
'00:02.81587';[];[];[];[];[];[]
'00:02.83275';[];[];[];[];[];[]
'00:02.84978';[];[];[];[];[];[]
'00:02.86575';[];[];[];[];[];[]
'00:02.88271';[];[];[];[];[];[]
'00:02.89997';[];[];[];[];[];[]
'00:02.91561';[];[];[];[];[];[]
'00:02.93257';[];[];[];[];[];[]
'00:02.94954';[];[];[];[];[];[]
'00:02.96547';[];[];[];[];[];[]
'00:02.98244';[];[];[];[];[];[]
'00:02.99941';[];[];[];[];[];[]
'00:03.01548';[];[];[];[];[];[]
'00:03.03230';[];[];[];[];[];[]
'00:03.04925';[];[];[];[];[];[]
'00:03.06553';[];[];[];[];[];[]
'00:03.08216';[];[];[];[];[];[]
'00:03.09923';[];[];[];[];[];[]
